daya_listrik,kulkas_inverter,kulkas_num,kulkas_power,kulkas_consume_hour,ac_inverter,ac_num,ac_consume_hour,ac_power,lamp_type,lamp_num,lamp_consume_hour,lamp_power,co2_per_month,kwh_per_month,price_per_month
2200,belum,16,340,20,sudah,5,11,350,led,27,19,34,8178.33,4364.76,6302713.44
1300,belum,7,300,17,belum,16,13,280,pijar,32,0,19,4036.83,2818.2,4069480.8
5500,sudah,6,260,8,sudah,17,22,190,pijar,18,10,29,33585.86,2662.8,4524097.2
450,belum,7,0,19,sudah,18,4,110,pijar,4,4,52,6264.82,262.56,108962.4
900,sudah,7,200,8,sudah,19,0,200,neon,12,16,57,619.42,664.32,898160.64
5500,sudah,13,190,21,belum,12,3,90,neon,33,12,90,2684.32,2722.5,4625527.5
6600,sudah,0,80,7,belum,14,16,210,led,23,1,25,3064.14,1428.45,2426936.5500000003
6600,belum,5,300,1,sudah,8,24,390,neon,36,1,9,17819.89,2301.12,3909602.88
3500,belum,18,70,11,sudah,6,7,200,led,27,7,95,4528.23,1206.45,2049758.55
1300,sudah,10,30,10,sudah,18,5,150,neon,2,13,98,7981.9,571.44,825159.3600000001
1300,sudah,2,260,11,sudah,8,0,100,pijar,10,14,82,660.0,516.0,745104.0
6600,belum,15,180,3,belum,4,13,360,pijar,19,5,79,1437.65,1029.75,1749545.25
6600,belum,1,110,19,belum,20,10,260,led,15,4,16,3042.7,1651.5,2805898.5
1300,sudah,18,290,14,sudah,15,14,220,neon,16,15,48,20738.67,3924.0,5666256.0
450,sudah,12,150,7,sudah,11,1,250,neon,15,17,42,1662.79,781.8,324447.0
450,sudah,18,200,24,sudah,7,24,100,pijar,1,21,89,16604.25,3152.07,1308109.05
1300,sudah,19,250,18,belum,0,23,240,pijar,26,2,33,2219.93,2616.48,3778197.12
1300,belum,5,290,0,belum,3,8,90,pijar,16,8,78,722.64,364.32,526078.08
2200,sudah,10,10,22,belum,9,21,340,pijar,8,12,31,3490.77,2083.08,3007967.52
2200,belum,16,200,22,sudah,11,20,310,neon,1,7,71,21685.93,4172.91,6025682.04
450,sudah,14,260,9,belum,10,6,310,neon,18,24,55,2507.96,2253.6,935244.0
3500,sudah,15,100,20,sudah,16,2,10,pijar,32,14,91,5207.61,2132.64,3623355.36
5500,belum,15,240,18,sudah,14,8,170,led,35,22,52,12460.39,3716.4,6314163.600000001
3500,sudah,16,270,7,belum,17,8,330,led,21,6,0,2994.01,2253.6,3828866.4
3500,belum,19,290,23,belum,5,15,350,neon,26,24,37,5168.29,5282.04,8974185.959999999
2200,belum,6,130,1,sudah,10,10,180,pijar,30,0,10,8776.04,563.4,813549.6
6600,belum,9,10,7,belum,20,21,230,pijar,21,23,69,7586.5,3916.71,6654490.29
2200,sudah,13,260,12,sudah,0,6,400,led,20,0,35,988.37,1216.8,1757059.2
6600,belum,12,230,19,sudah,6,6,250,pijar,19,17,36,5348.06,2192.04,3724275.96
900,belum,5,30,14,sudah,7,22,110,pijar,20,6,89,13762.79,891.6,1205443.2
6600,belum,2,80,7,belum,4,8,400,led,38,21,2,804.66,465.48,790850.52
3500,sudah,5,0,5,belum,19,16,80,led,23,15,94,4041.92,1702.5,2892547.5
3500,sudah,5,180,12,sudah,7,17,200,led,0,15,30,10743.31,1038.0,1763562.0
450,belum,13,300,8,belum,11,12,390,neon,37,2,7,3155.85,2495.94,1035815.1
3500,belum,19,320,0,belum,7,17,20,neon,0,15,2,1086.87,71.4,121308.6
1300,sudah,4,140,21,sudah,12,16,130,pijar,33,24,18,18635.89,1529.28,2208280.32
5500,belum,20,0,6,sudah,13,7,390,pijar,29,13,53,9589.86,1664.13,2827356.87
1300,belum,13,260,2,sudah,3,11,170,led,9,10,16,3098.49,414.3,598249.2000000001
3500,sudah,0,20,18,sudah,19,10,210,pijar,37,21,50,19076.08,2362.5,4013887.5
3500,sudah,11,20,1,sudah,3,24,330,neon,14,12,76,6941.66,1102.44,1873045.56
1300,belum,1,80,21,belum,0,14,240,neon,17,7,92,355.12,378.84,547044.96
3500,sudah,1,200,13,sudah,17,18,320,led,6,16,2,27888.87,3021.36,5133290.640000001
450,sudah,13,190,3,sudah,13,23,360,pijar,1,8,2,27643.85,3451.98,1432571.7
3500,sudah,15,140,8,sudah,7,8,230,neon,34,9,87,6154.55,1689.06,2869712.94
1300,sudah,6,360,13,sudah,0,9,280,pijar,0,5,49,677.48,842.4,1216425.5999999999
5500,belum,4,200,23,belum,4,8,400,pijar,2,3,60,1050.72,946.8,1608613.2
450,sudah,13,220,15,belum,17,2,250,pijar,14,13,99,2295.97,2082.54,864254.1
900,sudah,9,100,3,belum,11,17,80,pijar,14,0,86,2041.15,529.8,716289.6
450,belum,14,90,2,sudah,7,9,240,led,10,11,28,5765.34,621.6,257964.0
5500,belum,14,170,24,belum,8,12,270,pijar,2,14,39,2935.95,2523.96,4288208.04
900,sudah,6,180,8,belum,13,5,40,pijar,27,20,96,3023.83,1892.4,2558524.8000000003
1300,sudah,20,30,22,sudah,14,6,110,led,3,11,67,7685.2,739.53,1067881.32
6600,belum,19,360,20,sudah,3,5,130,neon,20,2,26,4640.15,4193.7,7125096.3
2200,sudah,2,330,8,sudah,13,16,400,pijar,26,8,46,20013.74,2941.44,4247439.36
5500,belum,15,60,11,sudah,12,6,330,neon,40,13,100,8284.82,2569.8,4366090.2
5500,sudah,5,300,4,sudah,4,19,20,neon,38,22,83,8521.39,2307.24,3920000.76
3500,sudah,15,350,6,sudah,10,7,380,led,22,0,21,7219.0,1743.0,2961357.0
6600,belum,20,50,1,sudah,9,21,250,led,24,0,20,16888.46,1447.5,2459302.5
3500,belum,18,340,5,sudah,0,14,20,pijar,30,3,98,1108.25,1182.6,2009237.4
1300,belum,6,170,10,sudah,12,9,90,neon,19,6,19,9584.07,662.58,956765.52
1300,belum,10,190,6,sudah,0,3,190,pijar,5,21,11,496.92,376.65,543882.6
1300,sudah,8,80,1,sudah,10,1,370,pijar,21,0,68,937.13,130.2,188008.8
1300,sudah,9,310,17,sudah,3,3,300,pijar,30,10,37,2760.94,1836.9,2652483.6
2200,sudah,0,210,7,sudah,20,12,90,pijar,16,17,44,21276.18,1007.04,1454165.76
2200,sudah,15,60,18,belum,12,22,60,pijar,39,23,52,5804.26,2360.52,3408590.88
3500,belum,11,70,13,sudah,9,14,30,pijar,22,20,33,11986.39,849.3,1442960.7
900,sudah,12,200,16,sudah,17,1,350,pijar,14,7,56,2806.78,1495.14,2021429.28
6600,belum,0,360,0,sudah,2,2,170,pijar,21,1,83,427.9,72.69,123500.31
450,sudah,2,150,3,belum,19,4,300,neon,32,17,57,2190.21,1641.24,681114.6
450,belum,16,220,8,belum,8,12,190,led,12,6,82,2104.56,1569.12,651184.7999999999
900,belum,14,260,8,sudah,11,22,290,pijar,13,14,8,22886.18,3022.68,4086663.36
450,sudah,10,220,16,sudah,15,18,110,pijar,34,19,43,25871.46,2780.34,1153841.1
450,sudah,7,340,5,belum,20,19,250,led,23,6,99,6160.77,3616.86,1500996.9000000001
1300,belum,4,340,23,sudah,11,3,200,neon,39,3,18,3763.4,1199.58,1732193.5199999998
6600,sudah,9,320,0,belum,5,11,270,led,30,3,95,1044.38,702.0,1192698.0
1300,sudah,10,270,3,sudah,12,20,190,led,12,21,14,21402.03,1716.84,2479116.96
6600,sudah,15,200,13,belum,5,9,400,neon,14,16,40,2084.72,1978.8,3361981.1999999997
450,belum,16,350,17,sudah,5,8,320,pijar,20,14,55,6797.23,3702.0,1536330.0
2200,sudah,8,270,18,belum,9,12,170,pijar,20,18,100,3804.28,2797.2,4039156.8
450,belum,7,90,21,belum,10,11,280,led,27,13,19,2248.28,1520.97,631202.55
450,sudah,4,250,1,sudah,1,20,120,pijar,36,15,43,3260.64,798.6,331419.0
900,sudah,9,10,8,belum,2,17,350,pijar,21,3,4,726.17,386.16,522088.32
1300,sudah,13,0,15,belum,16,17,200,pijar,40,9,47,4721.46,2139.6,3089582.4
1300,belum,1,80,1,belum,11,2,140,led,34,17,8,489.35,233.52,337202.88
3500,sudah,8,170,16,sudah,0,1,210,neon,14,9,25,670.97,747.3,1269662.7
5500,belum,4,250,8,sudah,20,2,140,pijar,28,10,82,4701.49,1096.8,1863463.2
2200,belum,15,0,3,sudah,9,18,370,neon,18,1,83,14962.11,1843.02,2661320.88
1300,belum,20,360,4,belum,18,10,40,pijar,22,16,96,3848.51,2093.76,3023389.4400000004
6600,belum,0,350,11,sudah,13,23,120,neon,16,0,80,25759.85,1076.4,1828803.6
1300,sudah,5,300,15,belum,1,24,180,led,16,23,21,1110.33,1036.44,1496619.36
900,sudah,8,290,12,sudah,8,12,220,neon,2,10,44,9201.91,1495.2,2021510.4000000001
6600,belum,3,130,5,sudah,3,8,350,led,11,20,84,2724.94,864.9,1469465.0999999999
3500,belum,9,200,12,belum,5,18,300,led,10,5,85,2056.42,1585.5,2693764.5
1300,sudah,13,60,11,sudah,5,16,370,led,20,18,49,8082.71,1674.6,2418122.4
450,sudah,16,200,13,belum,2,0,90,neon,7,19,41,1212.54,1411.59,585809.85
2200,sudah,8,280,3,sudah,13,21,290,led,27,24,77,26075.99,4073.58,5882249.52
2200,sudah,7,130,6,belum,13,21,120,pijar,19,21,35,4315.79,1565.55,2260654.1999999997
1300,belum,19,280,1,belum,1,7,100,neon,0,24,24,206.47,180.6,260786.4
1300,belum,1,20,18,belum,19,22,160,led,9,15,47,5381.65,2207.55,3187702.2
3500,belum,2,270,7,sudah,9,6,320,neon,0,5,18,4998.12,631.8,1073428.2
6600,sudah,9,330,6,sudah,4,23,340,neon,26,10,99,9554.59,2245.2,3814594.8
5500,sudah,6,320,13,belum,20,5,390,led,18,19,69,3009.95,2626.74,4462831.26
2200,belum,15,270,4,sudah,15,1,260,led,3,21,82,1870.1,757.98,1094523.12
2200,sudah,5,200,12,belum,16,15,240,led,10,23,70,4152.69,2571.0,3712524.0
6600,sudah,5,290,12,sudah,15,0,20,neon,34,3,26,530.66,601.56,1022050.44
900,sudah,11,160,7,sudah,15,10,270,led,35,5,87,14151.44,2041.35,2759905.1999999997
900,sudah,17,340,2,sudah,10,23,100,led,20,15,10,20117.0,1126.8,1523433.5999999999
450,belum,4,350,15,sudah,17,16,230,pijar,32,2,64,24855.0,2629.68,1091317.2
2200,sudah,9,130,5,sudah,9,12,90,neon,20,20,28,9819.25,803.1,1159676.4000000001
5500,belum,5,30,14,belum,20,20,130,pijar,28,2,8,4863.59,1636.44,2780311.56
1300,belum,7,0,10,sudah,6,4,170,neon,10,23,33,2393.79,350.1,505544.4
450,sudah,5,280,6,sudah,3,15,40,led,17,8,62,4221.82,558.96,231968.40000000002
6600,sudah,7,80,7,belum,10,16,80,pijar,31,19,15,3053.03,766.65,1302538.3499999999
6600,belum,6,120,9,sudah,10,15,350,neon,17,23,91,14910.51,2836.83,4819774.17
900,sudah,2,160,7,sudah,19,2,400,pijar,4,3,24,3607.93,531.84,719047.68
2200,sudah,15,350,11,sudah,3,1,270,neon,3,1,97,1671.59,1765.53,2549425.32
1300,belum,19,270,18,belum,16,4,10,pijar,23,15,15,3557.6,2944.65,4252074.600000001
1300,belum,7,80,16,sudah,16,2,210,neon,35,20,74,4593.11,2024.4,2923233.6
3500,sudah,12,40,14,belum,13,3,350,pijar,33,13,72,2348.97,1537.74,2612620.2600000002
3500,belum,6,70,12,belum,17,4,350,pijar,2,3,59,1302.42,875.82,1488018.1800000002
6600,sudah,15,130,23,belum,20,15,340,led,11,20,47,6414.83,4715.7,8011974.3
6600,sudah,4,330,2,sudah,17,14,110,neon,25,4,24,20613.81,936.6,1591283.4000000001
5500,sudah,20,40,20,belum,18,15,280,pijar,13,16,62,5257.7,3134.88,5326161.12
2200,sudah,16,150,17,sudah,12,4,100,neon,40,18,85,6895.19,3204.0,4626576.0
1300,sudah,12,40,3,sudah,2,11,290,led,24,20,97,3215.39,1631.4,2355741.6
6600,belum,7,280,3,sudah,0,10,230,led,36,17,9,394.83,341.64,580446.36
2200,sudah,4,280,2,belum,20,18,340,pijar,19,10,40,6568.66,3967.2,5728636.8
1300,belum,11,220,10,sudah,11,5,270,led,36,13,3,5652.81,1213.62,1752467.2799999998
6600,sudah,11,330,8,belum,8,15,390,neon,35,10,74,3607.85,3052.2,5185687.8
3500,sudah,20,120,9,belum,8,24,250,neon,25,10,77,3904.46,2665.5,4528684.5
6600,sudah,16,110,17,sudah,0,16,70,neon,31,9,93,1499.81,1676.01,2847540.9899999998
6600,sudah,7,50,14,belum,11,13,120,led,25,16,11,1962.78,793.8,1348666.2
2200,sudah,11,150,10,belum,2,1,330,led,35,18,98,2022.3,2367.0,3417948.0
6600,belum,9,240,15,belum,3,11,0,pijar,25,10,54,1843.39,1377.0,2339523.0
900,sudah,1,200,9,sudah,19,16,240,led,32,9,34,27379.94,2536.56,3429429.12
3500,sudah,7,340,20,sudah,19,4,320,neon,36,12,16,8411.88,2364.96,4018067.04
450,sudah,18,190,3,sudah,8,4,300,pijar,12,16,11,3539.2,659.16,273551.39999999997
6600,belum,14,180,11,belum,15,21,360,pijar,25,12,40,6900.06,4593.6,7804526.4
2200,belum,0,330,15,belum,17,18,80,pijar,21,20,42,4393.3,1263.6,1824638.4
900,sudah,6,0,19,belum,4,2,180,pijar,32,10,1,709.73,52.8,71385.59999999999
1300,belum,6,80,4,belum,1,10,0,neon,34,18,30,844.11,608.4,878529.6
1300,sudah,3,360,13,sudah,13,5,100,led,2,22,94,6014.15,740.28,1068964.32
1300,belum,18,10,15,belum,17,19,200,pijar,8,8,99,4705.24,2209.08,3189911.52
6600,belum,14,50,4,belum,15,9,380,led,28,4,98,2734.07,1952.28,3316923.7199999997
450,sudah,12,60,23,belum,10,10,200,led,21,8,71,2101.69,1454.64,603675.6000000001
900,belum,3,360,2,sudah,10,15,170,pijar,22,0,82,13151.39,829.8,1121889.5999999999
5500,belum,20,260,13,belum,4,15,300,pijar,15,1,42,2632.66,2586.9,4395143.100000001
1300,sudah,7,100,24,belum,5,4,240,pijar,33,21,85,3344.68,2415.15,3487476.6
2200,belum,5,70,20,sudah,18,22,20,led,40,5,47,33634.44,729.6,1053542.4000000001
1300,belum,13,280,7,sudah,17,14,280,pijar,29,12,4,22675.22,2805.36,4050939.8400000003
3500,sudah,3,300,0,sudah,16,1,360,neon,20,9,39,1714.66,383.4,651396.6
900,belum,12,30,6,belum,2,5,150,neon,38,21,94,2311.03,2360.16,3190936.32
450,belum,5,90,0,sudah,18,16,280,led,11,8,95,26109.1,2670.0,1108050.0
900,belum,19,160,16,sudah,3,4,50,pijar,27,11,15,2863.62,1610.85,2177869.1999999997
6600,belum,11,90,14,belum,7,13,40,pijar,0,14,39,1234.9,525.0,891975.0
2200,sudah,13,270,19,belum,3,11,370,pijar,15,11,98,2871.41,2852.1,4118432.4
450,belum,4,340,0,belum,19,24,390,pijar,5,9,42,8254.76,5391.9,2237638.5
2200,belum,19,140,14,belum,0,5,150,led,15,20,85,1595.35,1882.2,2717896.8000000003
5500,sudah,1,80,5,belum,6,17,320,led,30,19,7,1868.99,1110.9,1887419.1
2200,sudah,13,260,22,sudah,3,11,170,neon,20,12,58,5128.96,2816.7,4067314.8
900,belum,0,330,15,belum,16,23,400,neon,40,16,88,8258.83,6105.6,8254771.2
450,belum,7,300,0,sudah,7,14,160,pijar,9,5,82,8702.49,581.1,241156.5
5500,belum,10,230,6,belum,3,6,110,neon,30,7,26,763.33,637.2,1082602.8
2200,sudah,13,280,4,belum,6,15,280,neon,38,3,17,1822.64,1250.94,1806357.36
5500,sudah,15,200,18,belum,13,12,110,pijar,13,14,54,3641.72,2429.64,4127958.36
6600,belum,12,300,8,sudah,6,2,190,neon,26,24,25,2399.78,1400.4,2379279.6
6600,belum,7,260,23,sudah,7,5,0,pijar,29,9,95,4987.58,1999.65,3397405.35
900,sudah,17,260,19,belum,15,6,290,pijar,10,9,15,3632.45,3342.9,4519600.8
3500,sudah,20,150,17,sudah,8,23,170,neon,33,4,47,17548.84,2654.52,4510029.4799999995
1300,belum,5,290,11,sudah,19,22,0,led,11,21,77,35684.96,1012.11,1461486.84
2200,belum,9,320,1,sudah,13,15,120,neon,15,0,79,16869.64,788.4,1138449.5999999999
900,belum,7,70,11,belum,9,13,40,led,2,15,3,1276.02,304.8,412089.60000000003
900,belum,13,230,6,belum,20,22,350,pijar,17,3,43,8013.24,5223.99,7062834.4799999995
3500,sudah,19,160,7,belum,20,11,390,neon,4,7,69,4510.33,3270.36,5556341.640000001
5500,sudah,17,40,6,sudah,11,11,370,neon,18,11,78,11706.36,1928.82,3277065.1799999997
1300,sudah,8,270,17,sudah,18,18,150,led,6,23,74,29303.3,2865.96,4138446.24
3500,sudah,10,350,10,belum,13,12,110,neon,32,18,28,3238.02,2048.64,3480639.36
2200,belum,12,230,12,sudah,13,22,170,pijar,28,21,49,27517.81,3316.56,4789112.64
6600,sudah,11,70,13,belum,18,12,270,led,28,6,26,3645.56,2180.94,3705417.06
3500,sudah,13,120,0,sudah,11,13,300,neon,23,20,26,13412.88,1645.8,2796214.1999999997
1300,belum,4,150,9,belum,5,22,380,pijar,5,2,47,2099.38,1430.1,2065064.4
3500,sudah,1,300,4,sudah,11,11,120,led,10,11,83,10690.21,745.5,1266604.5
2200,belum,7,350,21,belum,17,10,220,neon,38,23,33,4665.52,3530.76,5098417.44
3500,belum,3,20,1,sudah,7,4,190,neon,17,21,3,2646.27,193.53,328807.47000000003
6600,sudah,0,190,16,belum,10,18,240,neon,39,19,37,3552.35,2118.51,3599348.49
6600,belum,10,310,11,belum,7,9,190,neon,40,4,28,1830.92,1516.5,2576533.5
1300,sudah,8,140,7,sudah,20,19,50,neon,16,4,63,32433.6,926.16,1337375.04
450,sudah,13,200,15,belum,10,15,200,pijar,37,13,87,4810.21,3325.41,1380045.15
1300,sudah,4,270,7,belum,3,12,10,led,34,10,76,1179.56,1012.8,1462483.2
450,sudah,16,70,24,belum,10,17,290,neon,27,10,78,3966.07,2917.2,1210638.0
5500,sudah,15,50,5,belum,1,15,190,led,18,23,10,482.07,322.2,547417.7999999999
6600,belum,14,150,13,sudah,1,12,180,neon,4,7,68,1791.36,940.92,1598623.0799999998
1300,sudah,12,40,5,belum,0,22,230,led,5,10,14,96.39,93.0,134292.0
1300,belum,7,60,6,sudah,10,9,170,neon,32,24,15,8544.72,880.2,1271008.8
2200,belum,16,120,23,belum,4,0,70,neon,31,10,91,1924.53,2171.1,3135068.4
3500,belum,4,140,13,belum,5,3,20,led,18,14,54,690.18,635.64,1079952.3599999999
5500,belum,15,270,18,sudah,15,1,340,pijar,17,4,82,3397.74,2507.28,4259868.720000001
5500,sudah,0,340,1,belum,10,18,110,neon,20,19,6,2249.28,662.4,1125417.5999999999
900,sudah,17,240,15,belum,0,19,150,led,10,4,63,1562.97,1911.6,2584483.1999999997
900,sudah,14,70,24,sudah,16,21,150,led,14,14,65,30151.54,2599.8,3514929.6
900,sudah,16,130,1,sudah,13,7,280,led,13,17,86,8725.45,1396.98,1888716.96
5500,belum,13,100,21,belum,6,11,380,led,33,18,49,2668.06,2444.58,4153341.42
2200,sudah,14,250,18,belum,19,13,100,neon,14,6,8,4311.26,2651.16,3828275.0399999996
450,sudah,11,240,18,sudah,8,19,40,pijar,21,10,74,14712.39,2074.2,860792.9999999999
6600,belum,16,40,15,sudah,7,16,240,led,17,0,80,10245.61,1094.4,1859385.6
450,sudah,5,220,16,sudah,18,16,120,led,7,12,34,25327.73,1650.48,684949.2
900,belum,5,100,10,belum,18,21,200,pijar,37,15,96,7426.75,4016.4,5430172.8
3500,sudah,14,120,6,belum,7,9,310,pijar,27,4,82,1662.2,1153.98,1960612.02
2200,belum,2,150,18,sudah,13,23,360,neon,16,21,45,28087.88,3844.8,5551891.2
2200,belum,10,80,16,belum,6,3,150,neon,22,2,38,615.95,515.16,743891.0399999999
5500,sudah,16,30,23,sudah,19,2,300,neon,5,24,78,4051.02,954.0,1620846.0
900,belum,6,120,7,belum,16,10,310,neon,24,3,61,2815.41,1770.96,2394337.92
900,sudah,9,180,1,sudah,18,0,270,pijar,35,23,9,1652.65,265.95,359564.39999999997
1300,sudah,19,280,4,belum,7,1,300,led,6,8,10,648.11,715.8,1033615.2
900,sudah,19,220,24,sudah,8,0,60,pijar,2,15,33,2537.45,3039.3,4109133.6
1300,belum,7,0,11,sudah,14,3,10,led,24,15,17,3743.34,196.2,283312.8
2200,sudah,9,170,18,belum,16,8,70,neon,25,6,66,2303.37,1392.0,2010048.0
1300,belum,7,300,5,belum,8,14,90,neon,14,20,87,2160.4,1348.2,1946800.8
2200,belum,17,230,2,belum,8,8,360,pijar,13,16,84,2070.71,1449.96,2093742.24
6600,belum,9,240,24,belum,2,0,330,neon,5,20,99,1545.39,1852.2,3146887.8000000003
5500,belum,16,360,11,sudah,19,16,60,pijar,1,4,12,27299.56,2449.44,4161598.56
2200,belum,3,10,18,belum,1,13,0,neon,26,22,92,1631.75,1594.92,2303064.48
450,sudah,4,290,3,belum,18,15,340,neon,7,6,49,4648.15,2920.14,1211858.0999999999
6600,sudah,5,140,11,belum,7,3,300,pijar,39,10,19,1396.23,642.3,1091267.7
450,sudah,0,140,22,sudah,20,11,50,pijar,29,18,88,20606.58,1708.08,708853.2
450,sudah,11,30,4,sudah,0,15,380,neon,6,24,30,207.27,169.2,70218.0
900,belum,1,270,13,sudah,15,2,200,pijar,37,2,77,2992.95,456.24,616836.48
1300,sudah,3,200,6,belum,13,11,220,neon,10,5,93,2198.6,1191.3,1720237.2
3500,belum,2,310,17,sudah,0,17,170,pijar,12,2,44,323.3,347.88,591048.12
450,belum,9,140,1,sudah,17,1,170,neon,13,9,53,1714.63,310.53,128869.94999999998
2200,sudah,2,100,2,sudah,2,19,190,pijar,6,11,75,3581.21,377.1,544532.4
1300,sudah,8,320,5,sudah,0,2,70,neon,19,21,13,611.27,539.61,779196.84
3500,sudah,15,190,22,sudah,12,17,80,pijar,30,23,23,20540.64,2846.7,4836543.3
450,sudah,5,340,0,sudah,6,2,230,led,9,24,88,1554.75,653.04,271011.6
3500,belum,1,210,14,sudah,1,6,220,neon,3,5,55,629.46,152.55,259182.45
5500,sudah,13,170,6,belum,14,16,210,led,38,4,59,3616.39,2078.04,3530589.96
1300,sudah,12,90,1,belum,1,2,90,led,1,22,37,73.17,62.22,89845.68
900,sudah,6,40,9,belum,8,7,90,neon,27,6,35,872.68,386.1,522007.2
450,belum,6,240,9,belum,3,14,260,neon,3,18,2,964.25,719.64,298650.6
450,sudah,5,40,4,belum,11,20,200,led,26,20,23,3348.31,1702.8,706662.0
450,belum,7,0,19,sudah,3,8,390,neon,16,10,8,2352.52,319.2,132468.0
6600,belum,14,20,17,belum,7,8,40,led,27,24,22,1168.8,637.68,1083418.3199999998
5500,sudah,12,110,16,belum,19,21,200,pijar,12,14,72,6456.88,3390.48,5760425.5200000005
1300,belum,4,210,0,sudah,3,21,240,pijar,33,14,84,7345.06,1617.84,2336160.96
2200,sudah,2,130,21,belum,0,16,260,led,32,14,7,301.09,257.88,372378.72
6600,sudah,3,240,17,belum,3,19,140,pijar,39,5,78,1687.3,1062.9,1805867.1
450,sudah,18,170,20,sudah,8,11,150,neon,3,15,66,9253.03,2321.1,963256.5
450,sudah,6,360,24,belum,8,14,330,pijar,16,21,17,3825.83,2835.36,1176674.4000000001
5500,sudah,10,230,18,sudah,19,14,230,led,32,6,34,24809.73,3273.24,5561234.76
6600,sudah,6,200,14,belum,7,2,30,neon,36,7,70,1072.85,1045.8,1776814.2
900,sudah,13,110,17,belum,17,9,400,neon,3,5,100,3426.85,2610.3,3529125.6
2200,belum,5,260,21,belum,1,24,390,pijar,5,4,40,1148.13,1123.8,1622767.2
900,sudah,20,10,2,belum,0,17,370,led,34,20,56,1049.31,1154.4,1560748.8
3500,belum,5,330,13,belum,13,24,70,pijar,31,1,3,3792.9,1301.49,2211231.5100000002
450,belum,2,320,24,sudah,6,22,90,pijar,36,24,58,14376.77,2320.56,963032.4
1300,belum,11,200,15,sudah,20,22,260,neon,34,17,68,41352.12,5601.12,8088017.28
900,belum,18,280,14,sudah,8,19,240,neon,39,24,69,17178.78,5148.72,6961069.44
3500,sudah,14,70,20,belum,9,4,310,pijar,12,20,40,1753.53,1210.8,2057149.2
3500,sudah,16,280,4,sudah,14,11,290,neon,21,0,65,14318.41,1877.4,3189702.6
2200,sudah,15,200,2,sudah,0,2,330,pijar,11,0,11,147.77,180.0,259920.0
3500,belum,6,190,0,sudah,10,10,0,led,29,3,16,8383.45,41.76,70950.23999999999
2200,belum,11,160,3,sudah,10,2,60,neon,31,3,99,2084.72,470.61,679560.84
1300,sudah,4,130,13,sudah,5,19,320,led,20,21,66,9537.08,1946.4,2810601.6
5500,sudah,2,280,12,sudah,2,10,380,neon,30,12,50,2593.6,969.6,1647350.4000000001
900,sudah,14,230,0,sudah,1,12,150,led,14,23,46,1454.78,498.36,673782.72
1300,sudah,17,100,3,sudah,11,13,40,pijar,29,3,66,12473.26,496.86,717465.84
6600,sudah,0,200,2,belum,13,7,70,led,31,22,14,1298.84,477.54,811340.4600000001
6600,sudah,15,280,3,belum,12,2,190,led,40,8,27,888.38,774.0,1315026.0
900,sudah,8,310,21,belum,20,0,30,pijar,39,6,49,1950.5,1906.38,2577425.7600000002
2200,sudah,5,70,6,belum,9,20,320,neon,0,12,50,2969.12,1791.0,2586204.0
2200,belum,13,260,7,belum,11,6,180,neon,5,24,100,1763.82,1426.2,2059432.8
450,sudah,2,250,21,belum,16,2,170,neon,23,15,26,1027.34,747.3,310129.5
450,belum,18,100,2,belum,19,3,110,neon,39,6,88,1323.22,913.86,379251.9
3500,sudah,19,20,4,sudah,4,4,120,pijar,8,4,62,1535.28,162.72,276461.27999999997
3500,sudah,11,360,2,belum,17,23,330,neon,27,21,38,7372.13,4754.88,8078541.12
6600,sudah,11,280,1,belum,19,11,270,led,24,19,32,3645.72,2223.06,3776978.94
5500,sudah,2,170,23,belum,14,9,270,led,35,13,24,2432.82,1582.8,2689177.1999999997
3500,belum,20,40,24,sudah,19,4,390,led,2,2,10,7592.81,1466.4,2491413.6
900,sudah,10,160,2,belum,0,6,140,pijar,14,10,77,583.88,419.4,567028.7999999999
450,sudah,11,100,3,sudah,0,9,200,neon,17,20,30,477.7,405.0,168075.0
2200,sudah,5,340,4,belum,20,12,190,pijar,20,22,74,4868.61,2548.8,3680467.2
6600,sudah,13,180,7,belum,2,19,40,neon,16,18,66,1346.68,1107.24,1881200.76
3500,sudah,11,230,9,sudah,11,8,70,neon,6,22,20,8156.97,947.1,1609122.9000000001
5500,sudah,18,70,14,sudah,9,5,310,led,25,20,99,5812.49,2432.7,4133157.3
5500,belum,6,150,13,sudah,3,20,280,pijar,14,12,70,6264.99,1207.8,2052052.2
1300,belum,5,40,10,belum,4,20,200,led,22,8,46,1352.98,782.88,1130478.72
2200,belum,1,220,12,sudah,3,15,280,neon,34,6,15,4274.6,549.0,792756.0
2200,sudah,13,50,6,belum,5,15,280,neon,31,7,97,1844.81,1378.47,1990510.68
1300,sudah,20,350,6,sudah,19,17,70,led,0,15,96,28462.08,1938.3,2798905.1999999997
900,sudah,14,30,16,belum,3,0,90,pijar,1,15,98,269.9,245.7,332186.39999999997
5500,belum,4,70,10,sudah,4,6,60,led,10,16,8,2170.89,165.6,281354.39999999997
6600,sudah,12,270,18,sudah,16,24,20,led,23,12,91,34245.18,2733.48,4644182.5200000005
2200,belum,9,270,9,sudah,10,1,400,neon,28,6,61,1776.27,1083.54,1564631.76
1300,belum,14,360,3,belum,19,5,90,pijar,13,5,27,1546.59,762.75,1101411.0
6600,belum,5,310,5,belum,16,0,250,led,27,21,22,594.39,606.72,1030817.28
5500,sudah,13,180,5,sudah,16,3,130,led,8,18,79,4732.4,879.48,1494236.52
