id_user,daya_listrik,kulkas_inverter,kulkas_num,kulkas_power,ac_inverter,ac_num,ac_consume_hour,ac_power,lamp_type,lamp_num,lamp_consume_hour,lamp_power,others_power_total,co2_produce_electric_per_month,biaya_per_month,watt_per_month
7300,6600,sudah,1,270,sudah,7,6,120,neon,14,19,86,844,24.24,49337.3559,29.03
7301,900,belum,19,250,belum,6,9,80,led,5,12,37,732,10.44,16253.744,12.022
7302,5500,belum,16,40,belum,1,11,320,pijar,19,11,12,210,6.20,11689.36734,6.878
7303,3500,sudah,0,220,belum,11,18,310,neon,12,22,19,684,56.84,114004.4724,67.08
7304,1300,sudah,9,340,belum,9,10,40,led,32,7,5,126,7.36,11421.7982,7.906
7305,3500,belum,6,100,sudah,10,16,220,pijar,31,0,55,495,30.98,61684.44135,36.295
7306,2200,sudah,2,220,sudah,12,15,250,pijar,40,20,48,116,71.62,121291.2332,83.956
7307,6600,sudah,12,140,sudah,5,10,350,led,20,7,6,515,17.30,34899.84855,20.535
7308,2200,belum,3,310,sudah,18,0,140,pijar,33,9,22,887,7.40,12064.6897,8.351
7309,2200,sudah,8,50,belum,8,4,390,neon,26,11,5,685,12.75,21663.2765,14.995
7310,3500,belum,5,270,sudah,7,24,20,neon,39,8,45,424,17.14,32586.78822,19.174
7311,1300,sudah,11,330,sudah,17,13,380,neon,39,12,35,581,87.66,151073.7237,104.571
7312,1300,belum,15,180,belum,3,24,130,neon,20,7,85,330,20.69,35091.763,24.29
7313,6600,sudah,14,300,belum,3,9,20,pijar,36,6,1,702,5.34,9615.94074,5.658
7314,3500,sudah,7,10,sudah,11,0,0,led,23,16,82,611,25.41,52442.39721,30.857
7315,1300,belum,0,280,sudah,13,13,290,led,30,13,78,308,66.72,115197.4886,79.738
7316,5500,sudah,11,100,belum,0,2,110,neon,39,16,33,206,18.30,37216.30794,21.898
7317,450,belum,10,240,belum,8,5,350,pijar,11,21,49,684,24.11,11787.245,28.403
7318,3500,belum,1,290,sudah,5,5,270,neon,19,11,38,467,12.95,26256.03897,15.449
7319,3500,belum,19,20,belum,14,3,210,neon,8,6,51,244,10.24,20210.81076,11.892
7320,5500,belum,1,10,belum,9,7,280,neon,25,15,42,105,28.19,56942.75265,33.505
7321,900,sudah,9,270,belum,18,10,380,neon,40,8,10,25,62.48,100122.36,74.055
7322,2200,sudah,2,340,sudah,8,1,230,led,35,16,89,813,43.78,76819.0331,53.173
7323,2200,belum,9,20,belum,10,8,380,neon,25,0,87,229,26.01,44509.7623,30.809
7324,6600,sudah,17,250,sudah,17,23,120,neon,11,12,73,496,53.32,104184.5881,61.302
7325,6600,belum,3,280,belum,17,2,260,led,9,1,9,837,9.00,18011.61894,10.598
7326,2200,sudah,19,170,belum,14,10,220,pijar,15,21,27,832,37.44,62652.3049,43.367
7327,2200,sudah,10,80,belum,20,13,220,neon,22,2,35,238,51.34,86361.2766,59.778
7328,5500,belum,14,290,sudah,8,13,220,pijar,9,1,100,447,24.06,48074.60511,28.287
7329,5500,sudah,10,160,belum,2,9,110,pijar,2,12,56,155,4.42,8631.91287,5.079
7330,2200,belum,16,90,sudah,8,24,280,pijar,30,0,72,258,46.99,80120.1726,55.458
7331,450,belum,8,220,sudah,20,14,70,neon,26,16,30,257,30.27,14150.255,34.097
7332,6600,sudah,2,0,sudah,0,13,400,pijar,6,9,72,507,3.71,7469.43435,4.395
7333,1300,sudah,14,100,belum,0,23,230,neon,2,1,26,56,1.31,2178.6076,1.508
7334,3500,sudah,20,30,sudah,9,4,330,neon,18,6,90,251,18.83,38156.14803,22.451
7335,2200,belum,4,10,belum,7,9,380,led,14,12,99,487,34.30,59375.7253,41.099
7336,6600,sudah,3,350,sudah,18,10,40,neon,26,1,87,132,10.09,18089.79732,10.644
7337,1300,belum,0,150,belum,12,18,160,pijar,5,2,6,632,30.80,50928.5644,35.252
7338,6600,sudah,14,130,sudah,20,7,390,pijar,16,11,91,170,60.97,123396.0752,72.606
7339,2200,sudah,6,60,sudah,17,16,320,neon,4,6,63,160,75.10,128682.3184,89.072
7340,6600,sudah,14,110,sudah,2,18,150,neon,16,8,33,144,9.67,19218.28524,11.308
7341,450,belum,20,110,sudah,0,10,70,pijar,34,0,88,178,2.06,986.87,2.378
7342,6600,sudah,13,350,belum,10,3,180,pijar,14,6,63,626,13.49,26968.14204,15.868
7343,900,belum,13,220,belum,10,1,70,pijar,29,22,58,246,34.76,55175.12,40.81
7344,3500,belum,0,100,sudah,15,18,10,led,17,9,12,159,5.88,7979.29335,4.695
7345,6600,belum,6,60,sudah,16,0,30,pijar,19,10,84,837,14.44,29158.83621,17.157
7346,2200,belum,19,220,belum,13,3,170,pijar,24,4,67,91,14.83,25040.9851,17.333
7347,900,belum,6,350,belum,16,4,310,neon,11,14,42,383,24.26,38925.432,28.791
7348,5500,belum,8,130,sudah,8,14,350,led,15,5,83,607,39.49,80000.27616,47.072
7349,6600,belum,14,180,belum,1,7,200,neon,27,2,25,349,4.77,9549.65907,5.619
7350,3500,sudah,3,10,sudah,18,24,160,pijar,3,11,33,120,60.97,119577.2313,70.359
7351,3500,sudah,13,190,sudah,8,8,360,neon,26,5,66,426,28.91,58660.97748,34.516
7352,2200,sudah,8,90,belum,2,15,160,pijar,19,4,99,966,11.93,20240.247,14.01
7353,2200,belum,3,150,sudah,17,1,170,neon,11,2,67,571,4.57,7779.7095,5.385
7354,1300,belum,10,80,belum,8,12,190,led,1,3,80,693,17.26,28854.9931,19.973
7355,900,belum,18,90,belum,5,21,140,pijar,7,3,19,120,14.85,22766.328,16.839
7356,1300,belum,15,200,belum,9,14,390,neon,7,17,89,93,52.74,90761.8328,62.824
7357,1300,sudah,10,80,sudah,14,7,220,led,25,9,34,864,26.14,44603.6678,30.874
7358,450,sudah,8,240,sudah,10,0,200,pijar,27,0,41,490,2.02,1000.15,2.41
7359,6600,sudah,12,330,sudah,4,7,270,pijar,18,19,99,522,38.52,78008.427,45.9
7360,2200,belum,12,120,sudah,19,12,100,neon,5,7,3,75,21.80,35279.574,24.42
7361,6600,belum,9,280,sudah,9,18,230,neon,27,8,49,519,43.07,86477.18499,50.883
7362,900,belum,19,240,belum,16,1,130,neon,21,5,46,976,10.49,16826.992,12.446
7363,6600,sudah,8,60,sudah,13,2,220,neon,11,24,51,977,17.28,35079.99873,20.641
7364,2200,sudah,12,210,belum,8,7,270,led,3,12,3,872,15.83,26900.314,18.62
7365,450,belum,20,230,sudah,16,14,290,neon,4,8,23,912,60.17,29551.32,71.208
7366,2200,sudah,20,10,belum,19,1,330,neon,21,9,22,11,9.08,15370.1633,10.639
7367,3500,belum,0,250,sudah,16,2,330,pijar,25,16,10,649,13.43,25848.15177,15.209
7368,5500,sudah,14,10,belum,1,22,230,neon,2,13,88,99,6.50,12894.33411,7.587
7369,2200,sudah,6,230,sudah,6,5,90,led,27,14,70,187,25.53,44391.2969,30.727
7370,900,belum,10,270,belum,0,10,120,neon,12,20,74,325,17.21,28101.32,20.785
7371,6600,belum,17,260,belum,15,19,330,pijar,7,18,76,819,92.06,185019.3335,108.865
7372,3500,sudah,4,40,sudah,18,14,400,pijar,13,23,75,749,104.22,210969.457,124.134
7373,5500,belum,8,80,belum,16,19,400,neon,13,11,28,895,107.00,216076.5447,127.139
7374,900,sudah,10,280,sudah,13,10,50,neon,5,20,98,608,17.22,26645.216,19.708
7375,3500,belum,13,90,belum,4,7,30,neon,13,8,92,442,10.22,20428.3506,12.02
7376,5500,belum,11,240,belum,15,7,140,neon,28,3,3,237,15.63,30300.92037,17.829
7377,1300,belum,10,160,sudah,19,19,70,led,39,5,49,105,32.73,52774.891,36.53
7378,1300,sudah,1,120,sudah,11,14,130,neon,34,16,43,159,37.22,63120.3877,43.691
7379,1300,sudah,6,360,sudah,8,22,260,pijar,39,16,0,726,42.35,70278.8762,48.646
7380,6600,belum,6,90,belum,16,0,290,neon,36,8,34,208,8.80,17913.0462,10.54
7381,900,belum,7,240,sudah,5,24,360,led,3,2,49,289,38.21,61465.976,45.463
7382,1300,sudah,7,60,sudah,16,16,0,neon,24,13,56,4,16.75,25854.3512,17.896
7383,900,belum,11,220,belum,11,17,390,pijar,34,1,99,830,66.97,107546.192,79.546
7384,450,sudah,10,180,sudah,18,20,130,led,19,21,5,694,44.86,21284.935,51.289
7385,900,belum,17,260,belum,2,24,340,pijar,36,9,13,379,21.86,34247.512,25.331
7386,450,belum,8,360,belum,17,0,180,pijar,25,13,70,128,21.75,10689.57,25.758
7387,3500,sudah,5,230,sudah,17,4,390,pijar,6,6,70,137,25.46,51541.64631,30.327
7388,6600,sudah,4,130,belum,11,4,380,pijar,24,10,72,774,29.77,59983.21182,35.294
7389,450,sudah,3,130,belum,3,0,150,pijar,1,12,79,225,1.32,648.645,1.563
7390,450,belum,10,100,belum,11,12,100,neon,28,11,11,30,15.78,7311.47,17.618
7391,1300,sudah,3,320,belum,4,16,120,neon,37,5,39,912,14.40,24223.2849,16.767
7392,1300,sudah,9,100,belum,2,2,120,pijar,5,18,20,681,3.41,5577.9867,3.861
7393,3500,belum,2,330,belum,8,18,270,pijar,5,7,94,912,37.19,74340.84126,43.742
7394,450,sudah,0,20,belum,12,5,160,neon,8,18,27,98,11.73,5638.19,13.586
7395,5500,belum,10,350,sudah,6,24,80,led,37,14,21,604,22.96,45040.94406,26.502
7396,450,sudah,17,30,belum,12,5,230,pijar,7,22,32,364,16.96,8134.83,19.602
7397,6600,sudah,19,150,sudah,0,16,100,pijar,20,6,51,221,7.85,15620.38023,9.191
7398,5500,belum,0,360,sudah,9,1,390,pijar,17,4,28,404,4.96,9887.86554,5.818
7399,5500,belum,12,0,belum,13,8,330,led,11,24,30,480,36.05,72603.9216,42.72
7400,6600,belum,0,210,belum,3,21,10,neon,19,20,22,890,8.82,16791.3564,9.88
7401,3500,sudah,16,130,sudah,2,2,0,neon,38,8,19,835,7.38,14770.61523,8.691
7402,3500,sudah,17,280,sudah,11,1,50,led,13,23,48,390,16.68,34078.97556,20.052
7403,2200,belum,19,180,sudah,18,23,350,neon,19,5,50,755,129.35,222230.9775,153.825
7404,6600,sudah,20,40,sudah,19,3,340,led,31,6,12,692,19.51,39265.94112,23.104
7405,6600,belum,9,50,sudah,9,10,90,neon,11,7,20,784,9.67,18480.68922,10.874
7406,5500,sudah,14,140,belum,7,21,190,neon,28,14,27,598,35.20,69803.09616,41.072
7407,900,belum,3,310,belum,0,19,390,led,2,10,58,904,2.48,4047.888,2.994
7408,3500,sudah,1,50,belum,9,11,240,neon,33,13,93,628,53.81,109339.2626,64.335
7409,1300,sudah,16,150,belum,12,12,300,pijar,24,19,50,999,59.06,100260.7353,69.399
7410,450,belum,14,10,belum,1,21,120,neon,30,7,30,984,8.51,4126.76,9.944
7411,3500,belum,3,310,sudah,18,8,310,neon,28,0,37,360,38.75,78059.4129,45.93
7412,2200,belum,7,90,belum,9,13,260,neon,33,18,37,974,45.60,78016.6894,54.002
7413,3500,belum,12,160,belum,14,3,270,neon,29,0,38,798,11.96,23891.99274,14.058
7414,900,belum,18,240,belum,19,9,280,neon,4,10,35,639,46.07,73331.128,54.239
7415,5500,belum,2,230,belum,10,12,270,led,39,14,14,407,34.71,69529.47183,40.911
7416,3500,sudah,18,190,sudah,7,19,50,pijar,38,1,69,998,12.38,23266.5657,13.69
7417,5500,sudah,2,30,belum,11,3,320,neon,29,13,22,564,16.44,33103.44534,19.478
7418,5500,sudah,12,310,belum,7,17,340,led,7,18,19,685,39.87,80318.08827,47.259
7419,900,sudah,11,290,sudah,7,21,30,neon,40,12,9,628,11.66,16964.896,12.548
7420,2200,belum,15,250,belum,12,8,80,led,0,17,43,504,10.70,17241.0498,11.934
7421,3500,sudah,15,250,belum,12,7,280,led,24,3,12,900,24.63,49344.15402,29.034
7422,5500,belum,10,260,sudah,6,9,400,pijar,7,23,40,935,26.63,53662.65975,31.575
7423,2200,belum,14,30,belum,3,13,90,neon,7,19,85,975,13.77,23418.587,16.21
7424,900,belum,10,200,belum,8,5,300,led,0,5,17,802,12.54,20012.304,14.802
7425,2200,sudah,17,50,sudah,14,0,30,pijar,33,7,96,23,19.41,33298.8903,23.049
7426,6600,belum,3,290,belum,20,18,50,pijar,28,12,40,449,30.60,55674.90327,32.759
7427,3500,belum,13,210,belum,13,12,170,neon,22,11,41,104,33.74,66750.74028,39.276
7428,2200,belum,3,300,sudah,17,12,200,pijar,2,11,95,864,38.18,64511.6338,44.654
7429,450,sudah,4,300,belum,5,19,390,neon,5,5,48,285,33.44,16490.025,39.735
7430,900,sudah,8,210,sudah,20,21,110,led,31,12,57,475,60.27,94043.768,69.559
7431,900,sudah,1,220,sudah,3,3,170,pijar,22,23,17,405,9.80,14543.464,10.757
7432,5500,sudah,5,150,belum,2,3,340,pijar,0,0,69,70,2.42,4860.6558,2.86
7433,5500,belum,19,150,belum,20,2,10,led,26,17,14,212,8.45,16400.4645,9.65
7434,900,sudah,20,360,sudah,12,9,250,neon,8,15,92,364,38.36,61656.608,45.604
7435,900,sudah,7,270,belum,0,16,360,neon,6,8,14,808,2.82,4556.24,3.37
7436,450,belum,16,340,belum,14,24,50,pijar,29,4,13,808,23.34,10190.74,24.556
7437,5500,sudah,7,280,sudah,16,1,170,pijar,13,16,99,637,21.77,44033.12277,25.909
7438,2200,sudah,15,80,belum,18,6,400,pijar,36,6,9,9,39.41,66966.1791,46.353
7439,3500,belum,8,180,sudah,4,20,220,led,18,2,88,252,19.06,38171.4438,22.46
7440,5500,belum,11,110,belum,12,1,70,pijar,23,24,9,377,7.22,12568.02435,7.395
7441,450,belum,18,190,sudah,15,0,60,pijar,25,5,49,133,8.26,4016.37,9.678
7442,5500,belum,8,140,sudah,7,18,200,led,36,6,43,981,31.02,62184.10317,36.589
7443,3500,belum,3,320,sudah,17,15,130,led,8,14,95,486,39.02,76879.93908,45.236
7444,1300,sudah,17,0,belum,16,10,380,neon,21,23,7,112,54.42,92884.0971,64.293
7445,450,belum,15,160,belum,3,1,70,led,23,2,0,105,2.34,1126.725,2.715
7446,6600,belum,3,190,belum,4,10,200,led,33,20,1,44,8.10,15761.44122,9.274
7447,1300,belum,8,170,belum,15,7,330,pijar,19,9,52,668,38.63,65834.979,45.57
7448,900,sudah,4,330,belum,6,19,170,pijar,11,13,24,352,21.34,33102.368,24.484
7449,5500,sudah,6,170,sudah,12,16,260,pijar,18,21,63,656,63.97,128161.5573,75.41
7450,3500,sudah,14,10,sudah,14,12,50,led,37,13,87,999,43.55,87332.04858,51.386
7451,1300,sudah,13,340,belum,20,4,60,led,32,10,89,109,31.83,54622.6623,37.809
7452,2200,belum,13,190,sudah,17,18,100,pijar,29,15,12,918,35.27,56643.7976,39.208
7453,5500,sudah,10,60,belum,1,6,190,neon,33,12,56,550,20.35,41580.70098,24.466
7454,2200,sudah,17,350,sudah,15,9,250,pijar,30,16,29,762,46.55,78565.6754,54.382
7455,6600,belum,1,300,belum,9,6,170,led,24,0,42,394,8.57,16781.15922,9.874
7456,3500,sudah,15,220,sudah,13,17,0,pijar,32,14,24,52,14.09,23970.17112,14.104
7457,450,belum,8,340,sudah,18,13,40,led,20,13,10,400,14.20,6258.2,15.08
7458,1300,sudah,7,170,sudah,3,10,160,neon,24,6,32,507,9.43,16043.3935,11.105
7459,900,belum,19,300,belum,16,24,40,led,26,18,100,985,59.98,93078.44,68.845
7460,6600,sudah,10,80,belum,5,18,340,led,29,8,86,355,43.28,87877.59771,51.707
7461,3500,sudah,14,250,sudah,16,1,150,pijar,9,11,74,473,11.61,23281.86147,13.699
7462,2200,belum,7,10,sudah,9,3,240,pijar,24,13,34,196,15.03,25071.3238,17.354
7463,5500,belum,18,140,sudah,16,11,190,led,32,19,51,416,56.78,114521.1295,67.384
7464,1300,sudah,4,240,belum,7,3,240,neon,17,14,4,101,6.09,10189.4691,7.053
7465,900,belum,10,340,belum,4,22,180,led,20,14,86,391,36.72,59097.272,43.711
7466,5500,belum,9,160,sudah,17,13,300,led,39,8,61,256,73.11,147906.6968,87.028
7467,5500,belum,17,360,sudah,10,19,150,pijar,32,21,86,130,78.59,157277.9053,92.542
7468,1300,sudah,17,130,belum,15,5,310,led,0,11,30,488,22.02,37487.0756,25.948
7469,2200,sudah,14,290,sudah,0,7,370,led,38,7,11,334,6.13,10575.204,7.32
7470,900,sudah,15,20,sudah,1,14,230,led,32,20,31,293,19.71,31978.856,23.653
7471,3500,sudah,20,110,sudah,9,15,30,neon,7,15,14,18,7.50,13150.96314,7.738
7472,2200,belum,14,270,sudah,6,4,100,pijar,40,22,21,756,22.67,36718.4952,25.416
7473,900,sudah,3,120,belum,16,13,320,pijar,35,24,64,277,102.51,163533.864,120.957
7474,5500,sudah,13,10,belum,18,14,350,neon,11,24,56,693,87.49,176423.1107,103.807
7475,5500,belum,19,320,belum,20,10,210,pijar,35,17,92,776,87.85,176064.5099,103.596
7476,450,belum,6,40,belum,0,24,280,neon,9,21,22,856,4.43,2180.41,5.254
7477,5500,belum,7,340,sudah,5,7,50,pijar,6,5,59,199,5.35,10365.43347,6.099
7478,450,sudah,12,200,belum,12,18,210,led,38,10,47,657,56.36,27504.955,66.277
7479,450,belum,15,320,sudah,13,9,260,neon,23,23,74,259,62.38,30969.375,74.625
7480,5500,belum,11,10,belum,5,4,220,neon,1,16,81,306,5.25,10387.52736,6.112
7481,3500,belum,1,160,sudah,15,3,50,led,30,24,3,198,4.39,8103.35904,4.768
7482,3500,sudah,5,120,belum,0,24,170,neon,2,11,91,722,2.76,5649.23772,3.324
7483,6600,belum,14,350,sudah,7,4,100,neon,16,22,13,116,10.60,21060.57576,12.392
7484,5500,belum,16,350,sudah,3,11,190,pijar,34,6,77,150,23.43,47124.56784,27.728
7485,450,sudah,13,10,sudah,4,9,190,led,39,19,55,900,40.36,20179.375,48.625
7486,2200,sudah,14,10,sudah,16,17,70,led,29,11,45,128,29.76,48632.9361,33.663
7487,1300,sudah,9,230,sudah,18,0,60,neon,9,23,1,111,2.10,3449.9436,2.388
7488,2200,belum,15,180,belum,18,12,310,neon,29,9,86,482,77.99,133761.8836,92.588
7489,1300,sudah,18,150,sudah,5,12,310,pijar,10,14,6,604,19.44,32858.2568,22.744
7490,450,belum,6,120,sudah,13,6,50,led,27,2,44,415,6.70,3075.565,7.411
7491,450,belum,3,330,belum,10,18,40,led,33,1,6,718,9.05,3778.99,9.106
7492,900,sudah,14,140,belum,17,20,0,neon,27,12,70,823,24.05,34425.976,25.463
7493,900,belum,4,360,belum,9,1,290,led,15,10,46,154,9.23,15012.608,11.104
7494,5500,sudah,15,200,belum,19,19,100,pijar,20,6,34,508,39.25,74249.06664,43.688
7495,1300,belum,16,200,belum,3,20,320,pijar,6,21,96,773,29.75,50953.1243,35.269
7496,5500,belum,5,290,belum,13,13,50,neon,2,9,65,762,11.20,20108.83896,11.832
7497,900,belum,16,180,belum,1,2,300,neon,26,23,47,600,26.77,43515.472,32.186
7498,900,belum,15,30,belum,10,14,330,led,18,4,58,158,43.12,68930.368,50.984
7499,6600,sudah,9,50,sudah,0,8,150,led,25,2,57,173,2.91,5902.46769,3.473
7500,2200,sudah,17,50,belum,16,20,310,pijar,15,16,12,639,88.22,149626.1343,103.569
7501,2200,belum,1,10,belum,4,15,70,pijar,34,5,7,346,5.54,8301.2462,5.746
7502,3500,sudah,0,70,belum,20,4,40,neon,31,20,87,38,47.86,97175.72634,57.178
7503,6600,belum,11,250,belum,13,5,160,neon,7,23,90,904,24.10,48511.38432,28.544
7504,3500,belum,3,110,belum,16,13,300,neon,16,19,95,750,77.69,156968.5908,92.36
7505,3500,belum,17,120,sudah,13,18,90,pijar,23,6,32,636,25.16,47845.16856,28.152
7506,6600,belum,12,0,belum,17,0,280,pijar,35,21,72,932,45.54,91523.08956,53.852
7507,2200,sudah,19,250,sudah,15,1,10,led,12,18,69,921,17.25,29941.4075,20.725
7508,1300,sudah,15,240,belum,1,20,100,led,13,7,40,482,8.24,14045.3734,9.722
7509,6600,belum,2,90,belum,18,6,320,neon,28,24,92,884,81.16,165615.7994,97.448
7510,5500,sudah,13,230,sudah,8,4,290,led,30,9,2,488,11.27,22600.34994,13.298
7511,3500,belum,15,210,belum,13,11,240,neon,32,2,38,796,34.72,69167.47194,40.698
7512,450,belum,18,150,belum,14,12,250,neon,2,19,95,38,41.22,20064.42,48.348
7513,450,sudah,11,190,belum,12,23,30,pijar,23,7,39,596,16.88,7156.675,17.245
7514,1300,belum,15,240,sudah,20,15,390,neon,21,6,95,716,111.66,192558.2842,133.286
7515,450,sudah,11,130,belum,18,22,170,pijar,35,2,44,324,62.78,29943.91,72.154
7516,3500,sudah,1,300,sudah,2,18,250,led,24,24,48,932,31.45,64378.1964,37.88
7517,6600,belum,2,360,sudah,14,20,280,led,30,17,90,354,105.00,213076.8742,125.374
7518,6600,belum,10,90,sudah,13,13,230,neon,11,8,9,936,35.38,70527.09594,41.498
7519,6600,belum,6,300,belum,8,14,110,neon,14,15,64,720,24.29,48062.7084,28.28
7520,900,sudah,13,90,sudah,8,5,390,pijar,25,24,39,199,34.54,54578.888,40.369
7521,900,sudah,14,130,sudah,14,21,90,led,11,4,42,617,27.48,41567.24,30.745
7522,5500,sudah,19,280,belum,12,7,390,pijar,24,2,97,244,36.16,73045.7994,42.98
7523,3500,belum,2,100,belum,16,11,360,led,33,23,52,417,86.51,175807.8809,103.445
7524,2200,sudah,12,0,belum,6,10,370,pijar,12,15,8,405,20.62,34737.8115,24.045
7525,2200,sudah,1,170,belum,5,5,400,neon,34,7,1,895,9.60,16329.4441,11.303
7526,450,belum,5,220,belum,1,12,300,led,32,17,76,602,38.49,19358.09,46.646
7527,2200,belum,15,80,belum,8,24,50,neon,9,2,80,962,12.58,19072.9294,13.202
7528,6600,belum,13,50,belum,3,10,250,neon,15,11,24,830,11.02,21991.9182,12.94
7529,1300,sudah,13,250,sudah,3,21,320,pijar,4,8,35,191,20.87,35714.4287,24.721
7530,3500,belum,0,80,sudah,3,3,100,pijar,4,6,32,566,1.94,3796.75002,2.234
7531,5500,sudah,10,240,sudah,11,6,270,neon,4,4,14,922,18.07,36312.15798,21.366
7532,450,belum,12,310,belum,15,19,330,pijar,36,10,46,895,97.66,47818.375,115.225
7533,3500,sudah,19,190,sudah,8,1,290,pijar,39,6,51,484,15.63,31182.97644,18.348
7534,2200,belum,15,50,belum,2,11,80,led,28,4,78,328,9.78,16720.9578,11.574
7535,2200,belum,8,280,sudah,10,3,220,pijar,33,8,30,301,14.73,24648.0267,17.061
7536,2200,belum,9,220,sudah,17,3,180,led,39,2,88,807,15.88,27205.1457,18.831
7537,450,sudah,4,320,sudah,9,5,270,pijar,19,20,9,383,15.17,7151.695,17.233
7538,3500,sudah,3,70,belum,14,21,220,neon,19,1,32,151,56.40,111572.445,65.649
7539,2200,sudah,0,10,sudah,16,24,320,pijar,26,13,61,434,121.48,207938.5604,143.932
7540,3500,sudah,0,160,sudah,17,9,360,pijar,30,0,41,589,46.78,94611.13557,55.669
7541,3500,sudah,3,250,sudah,3,11,0,led,21,21,9,93,4.30,8178.13836,4.812
7542,6600,belum,16,130,belum,20,10,240,neon,37,22,50,548,77.07,155214.6758,91.328
7543,900,belum,7,360,sudah,17,9,120,pijar,31,14,0,938,19.84,29497.936,21.818
7544,1300,belum,14,50,belum,3,13,290,led,0,24,63,163,10.40,17586.3331,12.173
7545,6600,belum,14,260,sudah,17,14,170,pijar,37,21,38,205,63.77,125477.9994,73.831
7546,1300,belum,7,240,belum,17,10,20,neon,30,3,14,501,7.16,9883.1927,6.841
7547,900,sudah,10,230,belum,14,20,330,neon,2,9,26,900,81.26,129883.936,96.068
7548,450,sudah,20,340,belum,5,24,260,pijar,33,19,100,919,85.60,42171.885,101.619
7549,6600,belum,4,100,belum,5,2,100,neon,10,6,96,882,6.73,13667.62026,8.042
7550,6600,sudah,10,0,belum,7,18,170,led,38,5,9,848,20.85,40751.33034,23.978
7551,5500,belum,13,30,belum,7,6,330,led,26,16,0,103,12.29,24393.35409,14.353
7552,1300,sudah,11,150,belum,4,1,40,led,14,15,16,238,4.57,7812.9376,5.408
7553,5500,sudah,3,100,sudah,19,22,190,neon,6,0,73,501,68.90,136337.9961,80.221
7554,450,sudah,15,350,sudah,13,14,140,led,29,14,8,495,29.78,14306.295,34.473
7555,900,belum,12,150,belum,10,14,140,led,30,20,88,757,62.86,101341.864,74.957
7556,900,sudah,19,160,sudah,13,14,370,pijar,12,1,17,792,60.00,96500.352,71.376
7557,900,belum,6,180,sudah,13,16,150,led,35,23,74,889,77.78,125383.128,92.739
7558,450,belum,15,330,belum,2,16,260,neon,36,6,36,468,18.10,8928.31,21.514
7559,6600,sudah,9,290,belum,16,2,140,pijar,2,20,14,898,7.41,14527.58244,8.548
7560,450,belum,9,190,sudah,0,15,400,pijar,15,18,9,16,3.94,1724.74,4.156
7561,1300,belum,2,230,sudah,4,9,390,pijar,21,24,69,864,42.30,72437.258,50.14
7562,900,belum,13,110,belum,7,16,240,led,35,8,3,949,25.78,40693.848,30.099
7563,900,belum,0,360,belum,19,13,60,led,31,6,73,378,25.77,38905.152,28.776
7564,3500,sudah,6,0,belum,8,1,120,neon,22,9,10,79,2.67,5130.88107,3.019
7565,6600,sudah,11,30,sudah,7,18,330,led,17,0,66,903,36.10,72761.97789,42.813
7566,450,belum,13,160,belum,8,20,120,led,22,20,38,339,32.98,15910.685,38.339
7567,3500,sudah,9,80,belum,16,13,100,pijar,23,3,81,61,24.25,46176.2301,27.17
7568,3500,belum,11,210,sudah,19,5,220,led,8,20,65,826,29.03,58525.01508,34.436
7569,3500,sudah,5,170,belum,6,8,300,pijar,5,19,85,443,20.10,40394.42904,23.768
7570,2200,belum,19,110,belum,3,10,100,neon,25,18,47,91,22.16,38040.3957,26.331
7571,1300,sudah,11,160,belum,19,4,390,neon,34,13,89,695,59.49,103199.2551,71.433
7572,3500,belum,13,10,belum,14,9,290,led,27,19,95,621,71.81,146203.7678,86.026
7573,3500,sudah,16,190,sudah,10,12,370,neon,23,24,53,456,64.49,131122.1386,77.152
7574,3500,sudah,7,0,sudah,10,15,160,led,2,11,51,504,22.17,43552.15578,25.626
7575,5500,sudah,13,300,sudah,5,15,340,neon,20,1,35,717,25.91,52374.41601,30.817
7576,6600,belum,3,250,belum,20,21,170,pijar,0,0,46,785,63.46,123955.2206,72.935
7577,3500,sudah,19,120,sudah,20,19,210,led,25,7,18,681,73.40,146008.3218,85.911
7578,5500,sudah,11,230,sudah,18,11,120,neon,31,12,58,951,41.73,82965.95601,48.817
7579,3500,belum,3,310,belum,0,14,90,led,22,1,37,115,1.55,3159.42627,1.859
7580,3500,sudah,2,80,belum,10,1,250,pijar,25,3,41,283,5.17,10227.77154,6.018
7581,6600,belum,20,250,belum,18,18,190,pijar,8,19,25,137,61.00,119811.7664,70.497
7582,1300,belum,2,270,belum,19,24,100,neon,2,21,39,17,43.17,69049.4365,47.795
7583,6600,belum,9,110,belum,7,4,340,neon,3,11,28,331,9.95,19994.97045,11.765
7584,900,belum,19,330,belum,6,13,370,led,28,2,73,675,33.50,53935.336,39.893
7585,2200,sudah,2,310,sudah,0,2,0,neon,12,21,84,301,18.24,31911.9783,22.089
7586,900,sudah,19,320,sudah,17,8,240,led,17,5,40,862,36.37,58111.664,42.982
7587,1300,belum,4,350,belum,8,7,380,pijar,20,13,34,143,26.94,45743.5361,31.663
7588,450,belum,17,40,belum,12,6,330,pijar,23,1,47,874,22.40,10953.925,26.395
7589,450,sudah,7,110,sudah,8,23,340,pijar,23,2,12,655,54.41,26782.855,64.537
7590,3500,sudah,17,90,sudah,12,9,380,led,5,3,100,681,37.59,76055.66703,44.751
7591,900,sudah,16,120,belum,5,24,260,led,17,19,24,380,35.02,55772.704,41.252
